keyid,name,secid,sub_secid
11321,custom home construction,6556,6585
11320,vegetables,6565,6672
11319,fruits,6565,6672
11318,internet marketing,6562,6644
11317,truck parts and accessories,6563,6649
11316,large truck tires,6563,6649
11315,tiles & marbles,6556,6584
11314,aluminium products,6556,6584
11313,w/smart switches that sense motion,6556,6586
11312,low voltage led lighting,6556,6586
11311,exterior lighting,6556,6586
11310,ambient light,6556,6586
11309,w/smart switches that sense motion,6577,6756
11308,low voltage led lighting,6577,6756
11307,exterior lighting,6577,6756
11306,ambient light,6577,6756
11305,road trips,6558,6612
11301,trucks,6563,6661
11300,motorcycle,6563,6661
11299,autos,6563,6661
11298,excavation,6557,6604
11297,land clearing,6557,6604
11296,grading,6556,6585
11295,excavation,6556,6585
11293,window| door & glass replacement,6556,6585
11292,spinal implant products,6567,6680
11291,medical device,6567,6680
11290,renovations/refits,6556,6585
11289,pre-development design,6556,6585
11288,design build & remodeling,6556,6585
11287,construction management,6556,6585
11286,professional employer organization,6557,6605
11285,peo,6557,6605
11284,rice,6565,6672
11282,healthy staple food items,6565,6672
11281,canned tuna,6565,6675
11280,canned tuna,6565,6674
11279,beef jerky,6565,6674
11278,beans,6565,6672
11277,pet packaging,6555,6570
11276,pe packaging,6555,6570
11275,hdpe packaging,6555,6570
11274,plastic tanks,6555,6570
11273,flip tops,6555,6570
11272,plastic caps,6555,6570
11271,syrup bottles,6555,6570
11270,ophtalmic,6555,6570
11269,healthcare pet bottles,6555,6570
11268,caps and dosage caps,6555,6570
11267,aerosol,6555,6570
11266,aluminium foundry,6556,6590
11265,aluminium castings,6556,6590
11264,extrusion and injection molding,6555,6570
11263,mobile gaming,6573,6734
11262,mobile gaming,6561,6636
11261,iphone games,6561,6636
11260,android games,6561,6636
11258,moulding of plastic materials,6555,6570
11257,industrial bucket,6555,6570
11256,plastic containers,6555,6570
11255,rigid plastic packaging,6555,6570
11254,laminated films,6555,6570
11253,flexible printed  films,6555,6570
11252,coextruded film,6555,6570
11251,vermicelli,6565,6675
11250,rice related products,6565,6673
11249,chips,6565,6675
11248,baby,6565,6672
11247,stretch sleeves,6555,6570
11246,shrink sleeves,6555,6570
11245,roll fed,6555,6570
11244,ups,6556,6588
11243,power generators,6556,6588
11242,power back ups,6556,6590
11241,gas engines,6556,6588
11240,alternative fuel engines,6556,6590
11239,technical film,6555,6570
11238,skin pack film,6555,6570
11237,food wrapping film,6555,6570
11236,coverstretch,6555,6570
11235,precision engineered component,6556,6583
11233,metal injection molding opportunities,6556,6590
11232,kitchen products,6560,6628
11231,faucets,6560,6625
11230,decorative tiles,6560,6628
11229,decorative cabinets,6560,6625
11228,bath products,6560,6628
11227,polyolefin films,6555,6570
11222,zinc,6555,6574
11221,investment casting,6556,6590
11220,die casting,6556,6590
11219,aluminum,6555,6574
11218,laminated flexible plastic packaging,6555,6570
11217,flexible plastic packaging,6555,6570
11216,rigid plastic containers,6555,6570
11215,special barrier films,6555,6570
11214,sealable films,6555,6570
11213,reclosable films,6555,6570
11212,protective films,6555,6570
11211,polyolefinic technical films,6555,6570
11210,peelable films,6555,6570
11209,films for paper mills,6555,6570
11208,flexible packaging material,6555,6570
11207,vending services,6557,6600
11206,contract cleaning,6557,6600
11205,catering,6557,6600
11204,traditionalmacarons,6564,6665
11203,desserts,6564,6665
11202,cakes,6564,6665
11201,training & skilling,6557,6605
11200,statutory compliances,6557,6605
11199,requirement mapping,6557,6605
11198,query handling,6557,6605
11197,payrolling,6557,6605
11196,employee help desk,6557,6605
11195,assessment,6557,6605
11194,taste enhancers,6565,6672
11193,seasoning,6565,6672
11192,powdered cheese,6565,6672
11191,pastes,6565,6672
11190,hard italian cheese,6565,6672
11189,dairy based ingredients,6565,6672
11188,cheese flavours,6565,6672
11187,yamaha dealership,6563,6661
11186,sports bikes,6563,6661
11184,mechanic repair & fitting shop,6563,6661
11183,cruisers,6563,6661
11181,mulch,6555,6566
11180,nutrient-rich soil,6555,6566
11179,load and non-load bearing metal framing systems,6556,6585
11178,gypsum wallboard,6556,6585
11177,acoustical ceiling systems,6556,6585
11176,project management,6573,6731
11175,network audits,6573,6731
11174,it and security solutions consulting,6573,6731
11173,interior design,6556,6585
11172,architectural services,6556,6585
11171,proprietary email marketing,6573,6729
11170,display advertising products,6573,6729
11169,sewer & water line construction,6557,6600
11168,plumbing services,6556,6585
11167,mechanical services,6556,6585
11166,electrical services,6556,6585
11165,temporary staffing services,6557,6605
11164,technology platforms,6557,6605
11163,professional staffing,6557,6605
11162,terrazzo products,6555,6569
11160,speciality screens,6556,6584
11159,shower enclosures,6556,6584
11157,tree trimming,6557,6598
11156,pest control,6557,6598
11155,landscape maintenance,6557,6598
11154,janitorial services,6557,6598
11153,procuring,6573,6731
11152,maintaining it products,6573,6731
11151,installing,6573,6731
11150,deployments,6573,6731
11149,fruit production,6565,6673
11148,property exchange services,6557,6604
11147,water damage,6556,6585
11146,restoration,6556,6585
11145,refurbishment,6556,6585
11144,decoration,6556,6585
11143,sales representative,6557,6604
11142,mechanical contractor,6557,6598
11140,spinal implant technology,6567,6687
11139,social advertising,6562,6644
11138,pr advertising,6562,6644
11137,marketing services,6562,6644
11136,digital media buying services,6562,6644
11135,alcoholic beverage,6564,6666
11134,alcoholic beverage,6564,6665
11133,fastener distributors,6563,6649
11131,asbestos cleanup,6557,6600
11130,surface production equipment,6554,6556
11129,rig welding,6554,6556
11128,pipelines,6554,6556
11127,propane distributors,6563,6649
11126,architectural glass,6556,6584
11124,mushrooms,6565,6672
11123,ethnic indian snacks,6565,6672
11122,battered appetizers,6565,6672
11121,physical inspections,6557,6600
11120,television inspections,6557,6600
11119,sewer line cleaning,6557,6600
11118,sanitary sewer evaluation surveys (sses),6557,6600
11117,traditional air conditioners,6556,6586
11116,thermal management products,6556,6586
11115,heat exchangers,6556,6586
11114,electronic controls,6556,6586
11113,direct current dc air conditioners,6556,6586
11112,direct air cooling,6556,6586
11111,direct air coolers,6556,6586
11110,cooling products,6556,6586
11109,combination devices,6556,6586
11108,faa certification,6556,6583
11107,bulletin kits,6556,6583
11106,airplane replacement parts,6556,6583
11105,aircraft parts manufacturing,6556,6583
11104,versatile engine,6556,6583
11103,aviation products,6556,6583
11102,aviation,6556,6583
11101,aircraft engines,6556,6583
11100,aerospace engines,6556,6583
11099,millwork,6556,6584
11098,cabinetry,6556,6584
11097,overhead boxes,6559,6621
11096,overhead boxes,6558,6609
11095,oem boat builders,6559,6621
11094,oem boat builders,6558,6609
11093,marine piling caps,6559,6621
11092,marine piling caps,6558,6609
11091,electronics covers,6559,6621
11090,electronics covers,6558,6609
11089,cockpit accessories,6559,6621
11088,cockpit accessories,6558,6609
11087,vehicle testing equipment,6559,6617
11086,vehicle power trains,6559,6617
11085,valve body,6559,6617
11084,transmission shift consoles,6559,6617
11083,solenoid testers,6559,6617
11082,single cylinder motorcycle,6559,6617
11081,performance engine builders,6559,6617
11080,flow benches,6559,6617
11079,engine transmission remanufacturers,6559,6617
11078,dynamometers,6559,6617
11077,chassis,6559,6617
11076,blown alcohol drag motors,6559,6617
11075,atv engines,6559,6617
11074,vehicle structures,6559,6617
11073,trims,6559,6617
11072,small custom stampings,6559,6617
11071,seating,6559,6617
11070,sealing systems,6559,6617
11069,roll forming,6559,6617
11068,piercing,6559,6617
11067,laser cutting,6559,6617
11066,buffing,6559,6617
11065,bending,6559,6617
11064,appliance structures,6559,6617
11063,semiconductor components,6575,6749
11062,landing gear actuation,6556,6583
11061,industrial gas turbine components,6556,6588
11060,flight control systems,6556,6583
11059,engine,6556,6583
11058,chamber systems,6575,6749
11057,wooden entry doors,6556,6584
11056,steel,6556,6584
11055,special order door panels,6556,6584
11054,mouldings,6556,6584
11053,fiberglass,6556,6584
11051,windows,6556,6584
11050,exterior add-ons,6556,6585
11049,doors,6556,6584
11048,additional rooms,6556,6585
11047,precision components,6559,6617
11046,tooling,6559,6617
11045,sealing solutions,6556,6585
11044,industrial sealing products,6556,6590
11043,pipeline products,6554,6556
11042,industrial sealing solutions,6554,6556
11041,fluid sealing solutions,6554,6556
11040,walkway canopies,6556,6584
11039,staircase railings,6556,6584
11038,shutters,6556,6584
11037,gates,6556,6584
11036,balcony railings,6556,6584
11035,pool enclosures,6556,6585
11034,door lock componenets,6559,6617
11033,pool construction company,6556,6585
11032,design construction services,6556,6585
11031,hard plastic trim,6559,6618
11030,black functional components,6559,6618
11029,formulation products,6568,6689
11028,seals,6556,6594
11027,life sciences,6567,6681
11026,gaskets,6556,6594
11025,filters,6556,6594
11024,fasteners,6556,6594
11023,cylinders,6556,6594
11022,connectors,6556,6594
11021,professional employer organization (peo),6557,6605
11020,seafood,6564,6665
11019,riceland foods,6564,6665
11018,meat,6564,6665
11017,cargill foods,6564,6665
11016,reproductive health,6568,6689
11015,poultry products,6568,6689
11013,growth promoters,6568,6689
11012,digestive care,6568,6689
11011,antibiotics,6568,6689
11010,anti-parasitic,6568,6689
11009,anthelminthic,6568,6689
11008,water treatment plants,6577,6759
11007,sludge treatment,6577,6759
11006,skid and containerized plants,6577,6759
11005,membrane plants,6577,6759
11004,demineralization plants,6577,6759
11003,containerized plants,6577,6759
11002,chemical physical biological plants,6577,6759
11001,batch treatment plants,6577,6759
11000,gear,6563,6657
10999,outdoor apparel,6563,6657
10998,footwear,6563,6657
10997,solar battery maintainers,6577,6762
10996,solar accessories,6577,6762
10995,rugged portable,6577,6762
10994,recreational vehicle solar energy products,6577,6762
10993,rechargeable lithium-ion battery,6577,6762
10992,off-grid solar modules,6577,6762
10991,off-grid cabin kits,6577,6762
10990,receptive services,6561,6638
10989,meeting arrangement,6561,6638
10988,corporate travel,6561,6638
10987,truck hauling,6558,6612
10986,oversize loads,6558,6612
10985,management software,6574,6747
10984,solar roofs,6577,6762
10983,photovaltaic systems,6577,6762
10982,oversized heavy lift cargo,6558,6609
10981,engineering works transportation,6558,6609
10980,dangerous goods,6558,6609
10979,dangerous goods,6558,6607
10978,vehicle insurance,6571,6709
10977,trucks insurance,6571,6709
10976,motorcycle insurance,6571,6709
10975,part loads forwarding,6558,6607
10974,groupage forwarding,6558,6607
10973,temperature controlled transport,6558,6610
10972,frozen food transport,6558,6610
10971,road transport,6558,6610
10970,rail transport,6558,6610
10969,haulier activity,6558,6610
10968,air transport,6558,6607
10967,air forwarding,6558,6607
10966,machining,6556,6585
10965,extruded profiles,6556,6585
10964,complex aluminium profile machining,6556,6585
10963,steel trading,6556,6594
10962,plastic products for wall,6556,6584
10961,plastic products for roof,6556,6584
10960,vehicle insurance services,6571,6705
10959,consumer electronics trading,6556,6594
10958,sealing walls,6556,6585
10957,piles,6556,6585
10956,foundation engineering,6556,6585
10955,excavation services,6557,6598
10954,plastic injection moulding machines,6559,6617
10953,nozzles,6559,6617
10952,medicine engineering,6556,6585
10951,household appliances engineering,6556,6585
10950,high pressure pumps,6559,6617
10949,fuel injection,6559,6617
10948,automotive components,6559,6617
10947,vegetable oils,6565,6672
10946,cereals,6565,6672
10945,candies,6565,6672
10944,bran,6565,6672
10943,reflectors,6559,6618
10942,lighting components,6559,6618
10941,interior parts,6559,6618
10940,horns,6559,6618
10939,airbag covers,6559,6618
10938,primers,6555,6564
10937,paint products,6555,6564
10936,hardners,6555,6564
10935,virtualization,6573,6731
10934,storage,6573,6731
10933,security,6573,6731
10932,network,6573,6731
10931,converged solutions,6573,6731
10930,collaboration,6573,6731
10929,popular game content,6561,6636
10928,gaming solutions,6561,6636
10927,game,6561,6636
10926,advergame,6561,6636
10925,moocs,6561,6641
10924,massive open online course,6561,6641
10923,employability skill sector,6561,6641
10922,sea freight forwarding company,6558,6609
10921,project cargo & air transportation,6558,6607
10920,outbound sea forwarding,6558,6609
10919,abrasive cleaning services,6557,6598
10918,virtualization,6573,6730
10917,storage & security,6573,6730
10916,networking,6573,6730
10915,it system integration,6573,6730
10914,it infrastructure management,6573,6730
10913,plastic pellets,6555,6570
10912,container parts,6555,6570
10911,assemblies,6555,6570
10910,fibre grade colour masterbatch,6555,6564
10909,colour masterbatch,6555,6564
10907,savoury snacks,6565,6672
10906,flours,6565,6672
10905,bread,6565,6672
10904,organic products,6565,6672
10903,non dairy beverages,6565,6668
10902,meat free products,6565,6672
10901,signal lamps,6559,6618
10900,mirrors,6559,6618
10899,interior lighting parts,6559,6618
10898,headlights,6559,6618
10897,shipping agency,6558,6609
10896,project logistics,6558,6607
10895,project cargos,6558,6609
10894,windmills,6558,6612
10893,oversized heavy lift cargo,6558,6612
10892,engineering works,6558,6612
10891,dangerous goods,6558,6612
10890,gimbal systems,6556,6583
10889,glazing contractor,6557,6598
10888,structural steel fabricator,6556,6584
